Timestamp,EMG_Value
2024-12-18 20:56:41,198044
2024-12-18 20:56:42,199439
2024-12-18 20:56:42,197064
2024-12-18 20:56:42,191669
2024-12-18 20:56:43,190734
2024-12-18 20:56:43,191296
2024-12-18 20:56:43,191271
2024-12-18 20:56:43,192198
2024-12-18 20:56:43,197544
2024-12-18 20:56:43,200783
2024-12-18 20:56:43,200347
2024-12-18 20:56:44,194889
2024-12-18 20:56:44,191466
2024-12-18 20:56:44,191124
2024-12-18 20:56:45,191389
2024-12-18 20:56:45,189897
2024-12-18 20:56:46,193318
2024-12-18 20:56:46,198048
2024-12-18 20:56:46,200556
2024-12-18 20:56:47,199470
2024-12-18 20:56:47,193796
2024-12-18 20:56:47,191643
2024-12-18 20:56:47,191537
2024-12-18 20:56:47,191826
2024-12-18 20:56:47,191373
2024-12-18 20:56:47,196471
2024-12-18 20:56:47,199976
2024-12-18 20:56:47,200450
2024-12-18 20:56:47,196289
2024-12-18 20:56:47,192034
2024-12-18 20:56:47,192048
2024-12-18 20:56:47,193216
2024-12-18 20:56:47,192031
2024-12-18 20:56:47,197342
2024-12-18 20:56:47,201458
2024-12-18 20:56:47,202166
2024-12-18 20:56:47,198690
2024-12-18 20:56:47,195609
2024-12-18 20:56:47,192943
2024-12-18 20:56:47,192744
2024-12-18 20:56:47,193324
2024-12-18 20:56:47,193281
2024-12-18 20:56:47,199386
2024-12-18 20:56:47,203113
2024-12-18 20:56:47,203461
2024-12-18 20:56:47,199472
2024-12-18 20:56:47,194123
2024-12-18 20:56:47,193881
2024-12-18 20:56:47,194223
2024-12-18 20:56:47,192953
2024-12-18 20:56:47,197779
2024-12-18 20:56:47,202961
2024-12-18 20:56:47,204526
2024-12-18 20:56:47,201974
2024-12-18 20:56:47,196321
2024-12-18 20:56:47,195036
2024-12-18 20:56:47,195450
2024-12-18 20:56:47,195565
2024-12-18 20:56:47,193789
2024-12-18 20:56:47,199279
2024-12-18 20:56:47,203144
2024-12-18 20:56:47,204623
2024-12-18 20:56:47,201573
2024-12-18 20:56:47,195597
2024-12-18 20:56:47,194186
2024-12-18 20:56:47,193513
2024-12-18 20:56:47,193288
2024-12-18 20:56:47,197138
2024-12-18 20:56:47,203382
2024-12-18 20:56:47,207021
2024-12-18 20:56:47,205547
2024-12-18 20:56:47,199447
2024-12-18 20:56:47,196947
2024-12-18 20:56:47,196648
2024-12-18 20:56:47,197281
2024-12-18 20:56:47,197132
2024-12-18 20:56:47,202708
2024-12-18 20:56:47,206159
2024-12-18 20:56:47,206303
2024-12-18 20:56:47,203879
2024-12-18 20:56:47,197439
2024-12-18 20:56:47,196218
2024-12-18 20:56:47,196971
2024-12-18 20:56:47,197190
2024-12-18 20:56:47,198136
2024-12-18 20:56:47,203093
2024-12-18 20:56:47,206038
2024-12-18 20:56:47,204562
2024-12-18 20:56:47,198833
2024-12-18 20:56:47,195581
2024-12-18 20:56:47,195481
2024-12-18 20:56:47,196006
2024-12-18 20:56:47,195165
2024-12-18 20:56:47,201206
2024-12-18 20:56:47,205624
2024-12-18 20:56:47,205735
2024-12-18 20:56:47,201209
2024-12-18 20:56:47,195539
2024-12-18 20:56:47,194759
2024-12-18 20:56:47,194468
2024-12-18 20:56:47,194284
2024-12-18 20:56:47,194829
2024-12-18 20:56:47,200889
2024-12-18 20:56:47,204466
2024-12-18 20:56:47,203793
2024-12-18 20:56:48,199446
2024-12-18 20:56:48,194763
2024-12-18 20:56:48,194758
2024-12-18 20:56:48,195716
2024-12-18 20:56:48,193653
2024-12-18 20:56:48,199137
2024-12-18 20:56:48,203821
2024-12-18 20:56:48,204359
2024-12-18 20:56:48,199998
2024-12-18 20:56:48,193626
2024-12-18 20:56:48,192647
2024-12-18 20:56:48,192848
2024-12-18 20:56:48,191859
2024-12-18 20:56:48,195496
2024-12-18 20:56:48,197693
2024-12-18 20:56:48,200849
2024-12-18 20:56:48,200537
2024-12-18 20:56:48,195808
2024-12-18 20:56:48,190578
2024-12-18 20:56:48,191476
2024-12-18 20:56:48,191941
2024-12-18 20:56:48,190442
2024-12-18 20:56:48,195933
2024-12-18 20:56:48,200288
2024-12-18 20:56:48,201258
2024-12-18 20:56:48,197773
2024-12-18 20:56:48,191341
2024-12-18 20:56:48,190186
2024-12-18 20:56:48,190291
2024-12-18 20:56:48,190514
2024-12-18 20:56:48,192709
2024-12-18 20:56:48,197767
2024-12-18 20:56:48,200229
2024-12-18 20:56:48,198760
2024-12-18 20:56:48,193120
2024-12-18 20:56:48,190735
2024-12-18 20:56:48,190129
2024-12-18 20:56:48,190240
2024-12-18 20:56:48,189468
2024-12-18 20:56:48,193213
2024-12-18 20:56:48,197478
2024-12-18 20:56:48,198931
2024-12-18 20:56:48,196454
2024-12-18 20:56:48,190303
2024-12-18 20:56:48,188343
2024-12-18 20:56:48,187999
2024-12-18 20:56:48,188187
2024-12-18 20:56:48,187998
2024-12-18 20:56:48,192573
2024-12-18 20:56:48,195280
2024-12-18 20:56:48,194271
2024-12-18 20:56:48,188273
2024-12-18 20:56:48,183686
2024-12-18 20:56:48,183308
2024-12-18 20:56:48,182890
2024-12-18 20:56:48,182121
2024-12-18 20:56:48,184036
2024-12-18 20:56:48,188570
2024-12-18 20:56:48,191100
2024-12-18 20:56:48,189619
2024-12-18 20:56:48,183613
2024-12-18 20:56:48,180294
2024-12-18 20:56:48,179614
2024-12-18 20:56:48,179273
2024-12-18 20:56:48,177667
2024-12-18 20:56:48,183012
2024-12-18 20:56:48,185884
2024-12-18 20:56:48,185463
2024-12-18 20:56:48,180354
2024-12-18 20:56:48,174757
2024-12-18 20:56:48,174577
2024-12-18 20:56:48,173660
2024-12-18 20:56:48,171478
2024-12-18 20:56:48,178077
2024-12-18 20:56:48,183427
2024-12-18 20:56:48,183965
2024-12-18 20:56:48,182961
2024-12-18 20:56:48,177278
2024-12-18 20:56:48,173049
2024-12-18 20:56:48,172849
2024-12-18 20:56:48,173219
2024-12-18 20:56:48,171588
2024-12-18 20:56:48,178728
2024-12-18 20:56:48,183743
2024-12-18 20:56:48,184915
2024-12-18 20:56:48,180980
2024-12-18 20:56:48,174931
2024-12-18 20:56:48,174959
2024-12-18 20:56:48,175739
2024-12-18 20:56:48,174464
2024-12-18 20:56:48,179004
2024-12-18 20:56:48,184151
2024-12-18 20:56:48,185620
2024-12-18 20:56:48,183306
2024-12-18 20:56:48,177103
2024-12-18 20:56:48,176035
2024-12-18 20:56:48,176554
2024-12-18 20:56:48,176746
2024-12-18 20:56:48,175706
2024-12-18 20:56:48,181087
2024-12-18 20:56:48,185696
2024-12-18 20:56:48,187394
2024-12-18 20:56:48,184573
2024-12-18 20:56:48,178420
2024-12-18 20:56:48,177957
2024-12-18 20:56:48,178176
2024-12-18 20:56:48,178273
2024-12-18 20:56:48,181123
2024-12-18 20:56:48,186322
2024-12-18 20:56:48,188511
2024-12-18 20:56:48,187041
2024-12-18 20:56:48,182006
2024-12-18 20:56:48,179838
2024-12-18 20:56:48,179806
2024-12-18 20:56:48,179891
2024-12-18 20:56:48,180253
2024-12-18 20:56:48,186600
2024-12-18 20:56:48,189201
2024-12-18 20:56:48,191620
2024-12-18 20:56:48,188994
2024-12-18 20:56:48,183165
2024-12-18 20:56:48,181727
2024-12-18 20:56:48,181769
2024-12-18 20:56:48,181793
2024-12-18 20:56:48,183011
2024-12-18 20:56:48,188621
2024-12-18 20:56:48,191820
2024-12-18 20:56:48,191371
2024-12-18 20:56:48,186735
2024-12-18 20:56:48,184121
2024-12-18 20:56:48,184424
2024-12-18 20:56:48,184908
2024-12-18 20:56:48,183907
2024-12-18 20:56:48,189651
2024-12-18 20:56:48,193579
2024-12-18 20:56:48,193647
2024-12-18 20:56:48,189717
2024-12-18 20:56:48,184561
2024-12-18 20:56:48,184526
2024-12-18 20:56:48,185544
2024-12-18 20:56:48,186353
2024-12-18 20:56:48,186312
2024-12-18 20:56:48,191796
2024-12-18 20:56:48,195321
2024-12-18 20:56:48,195544
2024-12-18 20:56:48,191152
2024-12-18 20:56:48,187163
2024-12-18 20:56:48,187167
2024-12-18 20:56:48,187618
2024-12-18 20:56:48,186254
2024-12-18 20:56:48,192453
2024-12-18 20:56:48,197015
2024-12-18 20:56:48,198283
2024-12-18 20:56:48,195200
2024-12-18 20:56:49,189363
2024-12-18 20:56:49,188621
2024-12-18 20:56:49,189173
2024-12-18 20:56:49,189132
2024-12-18 20:56:49,188846
2024-12-18 20:56:49,194641
2024-12-18 20:56:49,198579
2024-12-18 20:56:49,199209
2024-12-18 20:56:49,195879
2024-12-18 20:56:49,191199
2024-12-18 20:56:49,191297
2024-12-18 20:56:49,192406
2024-12-18 20:56:49,191610
2024-12-18 20:56:49,196311
2024-12-18 20:56:49,200824
2024-12-18 20:56:49,202138
2024-12-18 20:56:49,199364
2024-12-18 20:56:49,193509
2024-12-18 20:56:49,192133
2024-12-18 20:56:49,192468
2024-12-18 20:56:49,192995
2024-12-18 20:56:49,195585
2024-12-18 20:56:49,201644
2024-12-18 20:56:49,204247
2024-12-18 20:56:49,203098
2024-12-18 20:56:49,201041
2024-12-18 20:56:49,195439
2024-12-18 20:56:49,194796
2024-12-18 20:56:49,194438
2024-12-18 20:56:49,194221
2024-12-18 20:56:49,198558
2024-12-18 20:56:49,203534
2024-12-18 20:56:49,205480
2024-12-18 20:56:49,204206
2024-12-18 20:56:49,199292
2024-12-18 20:56:49,197400
2024-12-18 20:56:49,197318
2024-12-18 20:56:49,197774
2024-12-18 20:56:49,197715
2024-12-18 20:56:49,202785
2024-12-18 20:56:49,205683
2024-12-18 20:56:49,205126
2024-12-18 20:56:49,200594
2024-12-18 20:56:49,196886
2024-12-18 20:56:49,196778
2024-12-18 20:56:49,197932
2024-12-18 20:56:49,198252
2024-12-18 20:56:49,199969
2024-12-18 20:56:49,203813
2024-12-18 20:56:49,206425
2024-12-18 20:56:49,205220
2024-12-18 20:56:49,199427
2024-12-18 20:56:49,196543
2024-12-18 20:56:49,196527
2024-12-18 20:56:49,197168
2024-12-18 20:56:49,196851
2024-12-18 20:56:49,202841
2024-12-18 20:56:49,206291
2024-12-18 20:56:49,206011
2024-12-18 20:56:49,201290
2024-12-18 20:56:49,196486
2024-12-18 20:56:49,196437
2024-12-18 20:56:49,196614
2024-12-18 20:56:49,195792
2024-12-18 20:56:49,200971
2024-12-18 20:56:49,204831
2024-12-18 20:56:49,205652
2024-12-18 20:56:49,204984
2024-12-18 20:56:49,200296
2024-12-18 20:56:49,196099
2024-12-18 20:56:49,196265
2024-12-18 20:56:49,197102
2024-12-18 20:56:49,195858
2024-12-18 20:56:49,201509
2024-12-18 20:56:49,204596
2024-12-18 20:56:49,204504
2024-12-18 20:56:49,201127
2024-12-18 20:56:49,195775
2024-12-18 20:56:49,194927
2024-12-18 20:56:49,194723
2024-12-18 20:56:49,194013
2024-12-18 20:56:49,197642
2024-12-18 20:56:49,201561
2024-12-18 20:56:49,202757
2024-12-18 20:56:49,200931
2024-12-18 20:56:49,195245
2024-12-18 20:56:49,193627
2024-12-18 20:56:49,193753
2024-12-18 20:56:49,194398
2024-12-18 20:56:49,193173
2024-12-18 20:56:49,197643
2024-12-18 20:56:49,201379
2024-12-18 20:56:49,202008
2024-12-18 20:56:49,199232
2024-12-18 20:56:49,193602
2024-12-18 20:56:49,192596
2024-12-18 20:56:49,192666
2024-12-18 20:56:49,192475
2024-12-18 20:56:49,194996
2024-12-18 20:56:49,199017
2024-12-18 20:56:49,201009
2024-12-18 20:56:49,199761
2024-12-18 20:56:49,194161
2024-12-18 20:56:49,191233
2024-12-18 20:56:49,191282
2024-12-18 20:56:49,191584
2024-12-18 20:56:49,191184
2024-12-18 20:56:49,194594
2024-12-18 20:56:49,198997
2024-12-18 20:56:49,200653
2024-12-18 20:56:49,198348
2024-12-18 20:56:49,193243
2024-12-18 20:56:49,191750
2024-12-18 20:56:49,191572
2024-12-18 20:56:49,191678
2024-12-18 20:56:49,192324
2024-12-18 20:56:49,197219
2024-12-18 20:56:49,199513
2024-12-18 20:56:49,198967
2024-12-18 20:56:49,193991
2024-12-18 20:56:49,190739
2024-12-18 20:56:49,190839
2024-12-18 20:56:49,190990
2024-12-18 20:56:49,189481
2024-12-18 20:56:49,194940
2024-12-18 20:56:49,198576
2024-12-18 20:56:49,198678
2024-12-18 20:56:49,196633
2024-12-18 20:56:49,193819
2024-12-18 20:56:49,191849
2024-12-18 20:56:49,191895
2024-12-18 20:56:49,191748
2024-12-18 20:56:49,191069
2024-12-18 20:56:49,195914
2024-12-18 20:56:49,199018
2024-12-18 20:56:49,198939
2024-12-18 20:56:49,194991
2024-12-18 20:56:49,190806
2024-12-18 20:56:49,190549
2024-12-18 20:56:49,191197
2024-12-18 20:56:49,189481
2024-12-18 20:56:49,194646
2024-12-18 20:56:49,198677
2024-12-18 20:56:49,199191
2024-12-18 20:56:49,196594
2024-12-18 20:56:49,191675
2024-12-18 20:56:49,190823
2024-12-18 20:56:49,190994
2024-12-18 20:56:49,190753
2024-12-18 20:56:49,190085
2024-12-18 20:56:49,195134
2024-12-18 20:56:49,198528
2024-12-18 20:56:49,199040
2024-12-18 20:56:49,195592
2024-12-18 20:56:49,190306
2024-12-18 20:56:49,189450
2024-12-18 20:56:49,189233
2024-12-18 20:56:49,187696
2024-12-18 20:56:49,191325
2024-12-18 20:56:49,195766
2024-12-18 20:56:49,197529
2024-12-18 20:56:49,196108
2024-12-18 20:56:49,191825
2024-12-18 20:56:49,190799
2024-12-18 20:56:49,190166
2024-12-18 20:56:49,189719
2024-12-18 20:56:49,190553
2024-12-18 20:56:49,195089
2024-12-18 20:56:49,197724
2024-12-18 20:56:49,198189
2024-12-18 20:56:49,194968
2024-12-18 20:56:49,189614
2024-12-18 20:56:49,188713
2024-12-18 20:56:49,188900
2024-12-18 20:56:49,188617
2024-12-18 20:56:49,191372
2024-12-18 20:56:49,195743
2024-12-18 20:56:49,198014
2024-12-18 20:56:49,196268
2024-12-18 20:56:49,190519
2024-12-18 20:56:49,188016
2024-12-18 20:56:49,187654
2024-12-18 20:56:49,188591
2024-12-18 20:56:49,189114
2024-12-18 20:56:50,194384
2024-12-18 20:56:50,198068
2024-12-18 20:56:50,197827
2024-12-18 20:56:51,193035
2024-12-18 20:56:51,189031
2024-12-18 20:56:51,188534
2024-12-18 20:56:52,188511
2024-12-18 20:56:52,188683
2024-12-18 20:56:52,190633
2024-12-18 20:56:53,195585
2024-12-18 20:56:53,197966
2024-12-18 20:56:53,197433
2024-12-18 20:56:54,192589
2024-12-18 20:56:54,189032
2024-12-18 20:56:54,188766
2024-12-18 20:56:55,189776
2024-12-18 20:56:55,188980
2024-12-18 20:56:55,194023
2024-12-18 20:56:55,197484
2024-12-18 20:56:56,198651
2024-12-18 20:56:56,195754
2024-12-18 20:56:56,191853
2024-12-18 20:56:57,191466
2024-12-18 20:56:57,191181
2024-12-18 20:56:58,190861
2024-12-18 20:56:58,195368
2024-12-18 20:56:58,197498
2024-12-18 20:56:59,200371
2024-12-18 20:56:59,199898
2024-12-18 20:56:59,195450
2024-12-18 20:56:59,191832
2024-12-18 20:57:00,192093
2024-12-18 20:57:00,193383
2024-12-18 20:57:00,192411
2024-12-18 20:57:00,197363
2024-12-18 20:57:01,201150
2024-12-18 20:57:01,202427
2024-12-18 20:57:01,199614
2024-12-18 20:57:01,194533
2024-12-18 20:57:02,194172
2024-12-18 20:57:02,194662
2024-12-18 20:57:02,194479
2024-12-18 20:57:03,197749
2024-12-18 20:57:03,202101
2024-12-18 20:57:03,203667
2024-12-18 20:57:03,202209
2024-12-18 20:57:04,197447
2024-12-18 20:57:04,195801
2024-12-18 20:57:04,195455
2024-12-18 20:57:04,196129
2024-12-18 20:57:04,195734
2024-12-18 20:57:04,200641
2024-12-18 20:57:05,203923
2024-12-18 20:57:05,204818
2024-12-18 20:57:05,202675
2024-12-18 20:57:05,196729
2024-12-18 20:57:06,195433
2024-12-18 20:57:06,195734
2024-12-18 20:57:07,195663
2024-12-18 20:57:07,197375
2024-12-18 20:57:08,202124
2024-12-18 20:57:08,204479
2024-12-18 20:57:08,202870
2024-12-18 20:57:09,197734
2024-12-18 20:57:09,195079
2024-12-18 20:57:10,195348
2024-12-18 20:57:10,195106
2024-12-18 20:57:10,193498
2024-12-18 20:57:10,196209
2024-12-18 20:57:10,200204
2024-12-18 20:57:11,201759
2024-12-18 20:57:11,200331
2024-12-18 20:57:11,196099
2024-12-18 20:57:11,194139
2024-12-18 20:57:11,193741
2024-12-18 20:57:12,193676
2024-12-18 20:57:12,193979
2024-12-18 20:57:12,198462
2024-12-18 20:57:13,200813
2024-12-18 20:57:13,200028
2024-12-18 20:57:14,195533
2024-12-18 20:57:14,191491
2024-12-18 20:57:14,190926
2024-12-18 20:57:14,191984
2024-12-18 20:57:15,190511
2024-12-18 20:57:15,196183
2024-12-18 20:57:15,199916
2024-12-18 20:57:15,200791
2024-12-18 20:57:16,199783
2024-12-18 20:57:16,194323
2024-12-18 20:57:16,191198
2024-12-18 20:57:16,191342
2024-12-18 20:57:17,191828
2024-12-18 20:57:17,190965
2024-12-18 20:57:17,195983
2024-12-18 20:57:18,199343
2024-12-18 20:57:18,199235
2024-12-18 20:57:18,195147
2024-12-18 20:57:18,190749
2024-12-18 20:57:19,190526
2024-12-18 20:57:19,190779
2024-12-18 20:57:20,189595
2024-12-18 20:57:20,194527
2024-12-18 20:57:20,198333
2024-12-18 20:57:20,199239
2024-12-18 20:57:21,196609
2024-12-18 20:57:21,191028
2024-12-18 20:57:21,189692
2024-12-18 20:57:22,189718
2024-12-18 20:57:22,189987
2024-12-18 20:57:23,188831
2024-12-18 20:57:23,194002
2024-12-18 20:57:23,197783
2024-12-18 20:57:23,198296
2024-12-18 20:57:24,194683
2024-12-18 20:57:24,189558
2024-12-18 20:57:25,189849
